t,setpoint,omega,u
0.3790,200.0000,200.0002,6.3722
0.3800,200.0000,200.0002,6.3722
0.3810,200.0000,200.0002,6.3722
0.3820,200.0000,200.0002,6.3722
0.3830,200.0000,200.0002,6.3721
0.3840,200.0000,200.0002,6.3721
0.3850,200.0000,200.0002,6.3721
0.3860,200.0000,200.0002,6.3721
0.3870,200.0000,200.0002,6.3721
0.3880,200.0000,200.0002,6.3721
0.3890,200.0000,200.0002,6.3721
0.3900,200.0000,200.0002,6.3721
0.3910,200.0000,200.0002,6.3720
0.3920,200.0000,200.0002,6.3720
0.3930,200.0000,200.0002,6.3720
0.3940,200.0000,200.0002,6.3720
0.3950,200.0000,200.0002,6.3720
0.3960,200.0000,200.0002,6.3720
0.3970,200.0000,200.0002,6.3720
0.3980,200.0000,200.0002,6.3720
0.3990,200.0000,200.0002,6.3719
0.4000,200.0000,200.0002,6.3719
0.4010,200.0000,200.0002,6.3719
0.4020,200.0000,200.0002,6.3719
0.4030,200.0000,200.0002,6.3719
0.4040,200.0000,200.0002,6.3719
0.4050,200.0000,200.0002,6.3719
0.4060,200.0000,200.0002,6.3719
0.4070,200.0000,200.0002,6.3718
0.4080,200.0000,200.0002,6.3718
0.4090,200.0000,199.9995,6.3718
0.4100,200.0000,199.9995,6.3725
0.4110,200.0000,199.9995,6.3726
0.4120,200.0000,199.9995,6.3726
0.4130,200.0000,199.9995,6.3726
0.4140,200.0000,199.9995,6.3726
0.4150,200.0000,199.9995,6.3727
0.4160,200.0000,199.9995,6.3727
0.4170,200.0000,199.9995,6.3727
0.4180,200.0000,199.9995,6.3727
0.4190,200.0000,199.9995,6.3727
0.4200,200.0000,199.9995,6.3728
0.4210,200.0000,199.9995,6.3728
0.4220,200.0000,199.9995,6.3728
0.4230,200.0000,199.9995,6.3728
0.4240,200.0000,199.9995,6.3729
0.4250,200.0000,199.9995,6.3729
0.4260,200.0000,199.9995,6.3729
0.4270,200.0000,199.9995,6.3729
0.4280,200.0000,199.9995,6.3730
0.4290,200.0000,199.9995,6.3730
0.4300,200.0000,199.9995,6.3730
0.4310,200.0000,199.9995,6.3730
0.4320,200.0000,199.9995,6.3730
0.4330,200.0000,199.9995,6.3731
0.4340,200.0000,199.9995,6.3731
0.4350,200.0000,199.9995,6.3731
0.4360,200.0000,199.9999,6.3731
0.4370,200.0000,200.0000,6.3727
0.4380,200.0000,200.0000,6.3727
0.4390,200.0000,200.0000,6.3727
0.4400,200.0000,200.0000,6.3727
0.4410,200.0000,200.0000,6.3727
0.4420,200.0000,200.0000,6.3727
0.4430,200.0000,200.0000,6.3727
0.4440,200.0000,200.0000,6.3727
0.4450,200.0000,200.0000,6.3727
0.4460,200.0000,200.0000,6.3727
0.4470,200.0000,200.0000,6.3728
0.4480,200.0000,200.0000,6.3728
0.4490,200.0000,200.0000,6.3728
0.4500,200.0000,200.0000,6.3728
0.4510,200.0000,200.0000,6.3728
0.4520,200.0000,200.0000,6.3728
0.4530,200.0000,200.0000,6.3728
0.4540,200.0000,200.0000,6.3728
0.4550,200.0000,200.0000,6.3728
0.4560,200.0000,200.0000,6.3728
0.4570,200.0000,200.0000,6.3728
0.4580,200.0000,200.0000,6.3728
0.4590,200.0000,200.0000,6.3728
0.4600,200.0000,200.0000,6.3728
0.4610,200.0000,200.0000,6.3728
0.4620,200.0000,200.0000,6.3728
0.4630,200.0000,200.0000,6.3728
0.4640,200.0000,200.0000,6.3728
0.4650,200.0000,200.0000,6.3728
0.4660,200.0000,200.0000,6.3728
0.4670,200.0000,200.0000,6.3728
0.4680,200.0000,200.0000,6.3728
0.4690,200.0000,200.0000,6.3728
0.4700,200.0000,200.0000,6.3728
0.4710,200.0000,200.0000,6.3728
0.4720,200.0000,200.0000,6.3728
0.4730,200.0000,200.0000,6.3728
0.4740,200.0000,200.0000,6.3728
0.4750,200.0000,200.0000,6.3728
0.4760,200.0000,200.0000,6.3728
0.4770,200.0000,200.0000,6.3728
0.4780,200.0000,200.0000,6.3728
0.4790,200.0000,200.0000,6.3728
0.4800,200.0000,200.0000,6.3728
0.4810,200.0000,200.0000,6.3728
0.4820,200.0000,200.0000,6.3728
0.4830,200.0000,200.0000,6.3728
0.4840,200.0000,200.0000,6.3728
0.4850,200.0000,200.0000,6.3728
0.4860,200.0000,200.0000,6.3728
0.4870,200.0000,200.0000,6.3728
0.4880,200.0000,200.0000,6.3728
0.4890,200.0000,200.0000,6.3729
0.4900,200.0000,200.0000,6.3729
0.4910,200.0000,200.0000,6.3729
0.4920,200.0000,200.0000,6.3729
0.4930,200.0000,200.0000,6.3729
0.4940,200.0000,200.0000,6.3729
0.4950,200.0000,200.0000,6.3729
0.4960,200.0000,200.0000,6.3729
0.4970,200.0000,200.0000,6.3729
0.4980,200.0000,200.0000,6.3729
0.4990,200.0000,200.0000,6.3729
