t,setpoint,omega,u
0.2490,200.0000,193.4849,1.0353
0.2500,200.0000,193.2163,8.6015
0.2510,200.0000,192.7041,3.3733
0.2520,200.0000,193.6190,10.6426
0.2530,200.0000,192.9385,1.3034
0.2540,200.0000,193.7901,11.6446
0.2550,200.0000,193.2255,1.1514
0.2560,200.0000,194.1767,12.0000
0.2570,200.0000,193.0341,-0.8332
0.2580,200.0000,193.0490,10.4219
0.2590,200.0000,195.1322,10.2263
0.2600,200.0000,194.6032,1.6012
0.2610,200.0000,194.5606,8.7637
0.2620,200.0000,194.7648,5.4577
0.2630,200.0000,195.0880,7.5191
0.2640,200.0000,195.3604,6.2188
0.2650,200.0000,195.2039,5.6397
0.2660,200.0000,193.6741,1.9046
0.2670,200.0000,194.6253,12.0000
0.2680,200.0000,195.1595,4.3298
0.2690,200.0000,194.2691,4.2948
0.2700,200.0000,193.0533,3.8403
0.2710,200.0000,194.3961,12.0000
0.2720,200.0000,194.6784,3.3902
0.2730,200.0000,194.1286,5.9232
0.2740,200.0000,193.4904,4.5891
0.2750,200.0000,194.4496,10.2111
0.2760,200.0000,193.8012,1.6578
0.2770,200.0000,193.2885,7.2998
0.2780,200.0000,193.7669,7.2138
0.2790,200.0000,193.7202,5.2788
0.2800,200.0000,195.0001,10.5974
0.2810,200.0000,195.0150,3.3822
0.2820,200.0000,193.8072,4.0329
0.2830,200.0000,193.6983,7.4790
0.2840,200.0000,193.1411,3.8013
0.2850,200.0000,194.1251,10.6626
0.2860,200.0000,193.1451,0.3720
0.2870,200.0000,193.9065,12.0000
0.2880,200.0000,194.8971,5.7696
0.2890,200.0000,193.2969,1.1466
0.2900,200.0000,193.8296,11.1357
0.2910,200.0000,194.0435,3.9418
0.2920,200.0000,193.2449,4.8584
0.2930,200.0000,194.0022,9.4988
0.2940,200.0000,195.1491,7.6052
0.2950,200.0000,193.1839,-1.0135
0.2960,200.0000,192.3111,8.1325
0.2970,200.0000,193.7598,9.8344
0.2980,200.0000,193.3777,2.4489
0.2990,200.0000,193.5007,8.6950
0.3000,200.0000,195.0551,9.5163
0.3010,200.0000,193.5741,-0.7272
0.3020,200.0000,194.0162,11.8354
0.3030,200.0000,193.7798,2.2287
0.3040,200.0000,194.7252,11.2971
0.3050,200.0000,195.1165,4.2781
0.3060,200.0000,194.2943,4.5867
0.3070,200.0000,192.9927,3.3931
0.3080,200.0000,194.2465,12.0000
0.3090,200.0000,193.5300,0.3559
0.3100,200.0000,192.0026,4.9055
0.3110,200.0000,193.0587,10.6187
0.3120,200.0000,194.2558,6.9893
0.3130,200.0000,193.0014,1.4348
0.3140,200.0000,192.3570,7.2186
0.3150,200.0000,192.2599,5.4998
0.3160,200.0000,193.8613,11.4127
0.3170,200.0000,194.5645,4.8683
0.3180,200.0000,194.4920,6.4151
0.3190,200.0000,195.0377,7.7811
0.3200,200.0000,193.9759,1.8958
0.3210,200.0000,193.2547,6.7053
0.3220,200.0000,193.6028,7.2165
0.3230,200.0000,192.9620,3.4995
0.3240,200.0000,193.4749,9.4060
0.3250,200.0000,194.7608,8.1529
0.3260,200.0000,194.7986,4.7577
0.3270,200.0000,193.8055,3.9290
0.3280,200.0000,194.1678,8.8941
0.3290,200.0000,194.8924,6.8026
0.3300,200.0000,193.6714,1.8571
0.3310,200.0000,194.0869,10.2601
0.3320,200.0000,194.6965,5.6874
0.3330,200.0000,194.7445,6.3862
0.3340,200.0000,193.8863,3.4567
0.3350,200.0000,193.8604,7.9091
0.3360,200.0000,194.7106,7.8586
0.3370,200.0000,194.9697,5.7664
0.3380,200.0000,193.8362,2.8743
0.3390,200.0000,194.8152,11.4119
0.3400,200.0000,193.7054,-0.3951
0.3410,200.0000,192.3723,6.0720
0.3420,200.0000,194.0922,11.9647
0.3430,200.0000,195.6873,7.2691
0.3440,200.0000,193.5536,-1.5006
0.3450,200.0000,193.8288,12.0000
0.3460,200.0000,193.6339,2.3251
0.3470,200.0000,194.6423,11.4144
0.3480,200.0000,195.7542,6.3951
0.3490,200.0000,194.3367,1.3625
0.3500,200.0000,192.9448,5.0965
0.3510,200.0000,193.0377,7.5546
0.3520,200.0000,193.3732,6.3842
0.3530,200.0000,194.8492,10.4331
0.3540,200.0000,194.4579,2.1398
0.3550,200.0000,192.5520,2.6980
0.3560,200.0000,192.7780,9.4432
0.3570,200.0000,193.5754,6.7154
0.3580,200.0000,193.8714,6.4618
0.3590,200.0000,193.9458,6.1338
0.3600,200.0000,194.1754,6.8789
0.3610,200.0000,193.8729,4.7944
0.3620,200.0000,192.4764,2.7628
0.3630,200.0000,192.4186,8.3313
0.3640,200.0000,194.0328,9.9152
0.3650,200.0000,192.9554,0.2210
0.3660,200.0000,192.6612,8.8749
0.3670,200.0000,193.4772,7.2805
0.3680,200.0000,193.6868,5.8799
0.3690,200.0000,193.4520,5.5254
0.3700,200.0000,194.7034,10.4388
0.3710,200.0000,195.4489,5.7046
0.3720,200.0000,194.0614,1.9583
0.3730,200.0000,194.3230,9.8190
0.3740,200.0000,193.5834,1.8618
0.3750,200.0000,193.9197,9.8183
0.3760,200.0000,195.1381,7.8158
0.3770,200.0000,193.7484,0.6085
0.3780,200.0000,194.1911,11.0887
0.3790,200.0000,194.1117,3.1221
0.3800,200.0000,194.3341,8.5517
0.3810,200.0000,195.4157,8.1455
0.3820,200.0000,195.6954,5.6171
0.3830,200.0000,195.1367,4.7444
0.3840,200.0000,193.4335,2.0137
0.3850,200.0000,193.5978,9.5857
0.3860,200.0000,194.4074,6.7407
0.3870,200.0000,194.7710,6.6914
0.3880,200.0000,194.7162,5.6309
0.3890,200.0000,193.5429,2.9378
0.3900,200.0000,193.9910,9.7514
0.3910,200.0000,195.4145,8.4393
0.3920,200.0000,195.0740,3.4207
0.3930,200.0000,194.6344,6.5122
0.3940,200.0000,193.9450,4.0951
0.3950,200.0000,192.8118,4.1052
0.3960,200.0000,193.5845,10.0641
0.3970,200.0000,194.0319,5.1286
0.3980,200.0000,193.0808,3.6566
0.3990,200.0000,192.4954,6.0834
0.4000,200.0000,192.3606,5.9803
0.4010,200.0000,193.2649,9.0356
0.4020,200.0000,192.5887,2.1710
0.4030,200.0000,192.4303,8.0606
0.4040,200.0000,193.4085,8.1523
0.4050,200.0000,193.5645,5.1768
0.4060,200.0000,193.6993,7.0534
0.4070,200.0000,192.7741,2.8053
0.4080,200.0000,193.9769,12.0000
0.4090,200.0000,193.5924,1.3807
0.4100,200.0000,194.2525,10.9302
0.4110,200.0000,194.9115,5.3875
0.4120,200.0000,194.3031,4.5264
0.4130,200.0000,193.3612,4.4441
0.4140,200.0000,193.9660,9.3175
0.4150,200.0000,194.4316,5.6731
0.4160,200.0000,193.3536,2.9861
0.4170,200.0000,192.6700,6.2082
0.4180,200.0000,194.3503,11.5254
0.4190,200.0000,193.5325,0.1367
0.4200,200.0000,193.8530,10.7301
0.4210,200.0000,193.7095,3.1510
0.4220,200.0000,194.0445,8.8872
0.4230,200.0000,193.4389,2.7323
0.4240,200.0000,192.5089,5.4058
0.4250,200.0000,192.5061,6.8889
0.4260,200.0000,192.9285,7.0220
0.4270,200.0000,193.2199,6.4002
0.4280,200.0000,194.7333,10.5489
0.4290,200.0000,193.6706,-0.0019
0.4300,200.0000,193.8940,10.6114
0.4310,200.0000,193.8424,3.5373
0.4320,200.0000,194.5496,9.7898
0.4330,200.0000,195.6141,7.2422
0.4340,200.0000,193.6328,-0.8111
0.4350,200.0000,193.8860,11.5039
0.4360,200.0000,194.2523,4.3247
0.4370,200.0000,192.6435,2.1172
0.4380,200.0000,193.6384,12.0000
0.4390,200.0000,195.0017,6.8059
0.4400,200.0000,193.1955,-0.1877
0.4410,200.0000,193.7500,12.0000
0.4420,200.0000,192.9778,0.4395
0.4430,200.0000,191.9168,6.2852
0.4440,200.0000,192.3459,7.7616
0.4450,200.0000,194.2052,10.7767
0.4460,200.0000,195.4228,6.7031
0.4470,200.0000,194.2453,1.8737
0.4480,200.0000,194.7774,10.6193
0.4490,200.0000,193.6977,0.3014
0.4500,200.0000,192.0270,4.6486
0.4510,200.0000,193.4694,12.0000
0.4520,200.0000,193.3351,2.0277
0.4530,200.0000,193.7981,9.8639
0.4540,200.0000,193.6305,3.4850
0.4550,200.0000,192.3560,3.7778
0.4560,200.0000,192.8231,9.3381
0.4570,200.0000,193.1379,5.1984
0.4580,200.0000,194.5560,10.8920
0.4590,200.0000,193.3573,-0.5746
0.4600,200.0000,192.5060,7.6642
0.4610,200.0000,193.5397,8.8164
0.4620,200.0000,194.8612,8.3759
0.4630,200.0000,194.1838,2.4352
0.4640,200.0000,193.8951,7.5973
0.4650,200.0000,193.9863,5.8065
0.4660,200.0000,194.5248,7.9976
0.4670,200.0000,194.8032,5.8655
0.4680,200.0000,194.8968,6.5673
0.4690,200.0000,194.4146,4.5013
0.4700,200.0000,193.8885,5.6878
0.4710,200.0000,194.2469,7.7507
0.4720,200.0000,195.3372,8.5463
0.4730,200.0000,194.1794,0.9859
0.4740,200.0000,193.2520,6.6127
0.4750,200.0000,194.9976,11.6334
0.4760,200.0000,194.9870,2.5589
0.4770,200.0000,192.8385,1.6017
0.4780,200.0000,193.6693,12.0000
0.4790,200.0000,194.5810,5.4881
0.4800,200.0000,193.1825,1.9331
0.4810,200.0000,192.0448,5.5037
0.4820,200.0000,193.7067,12.0000
0.4830,200.0000,194.8709,5.9330
0.4840,200.0000,192.6726,-0.8460
0.4850,200.0000,193.0686,12.0000
0.4860,200.0000,193.6358,4.5760
0.4870,200.0000,192.3710,2.9261
0.4880,200.0000,192.3824,8.3979
0.4890,200.0000,192.4671,5.1604
0.4900,200.0000,193.1205,8.6269
0.4910,200.0000,193.2567,4.9749
0.4920,200.0000,194.7622,11.3579
0.4930,200.0000,195.4216,4.8463
0.4940,200.0000,193.9889,2.3161
0.4950,200.0000,192.6775,4.8173
0.4960,200.0000,193.5593,10.0791
0.4970,200.0000,194.4600,6.4655
0.4980,200.0000,193.7660,3.5635
0.4990,200.0000,192.3671,3.5705
